ID;Descrição da Imagem;arquivo;Conjunto Som Associado
408;GeoNumericosCL-Numero-Dez-Unico-BordaPreenchida-Amarelo;GeoNumericosCL/NumeroDez-U-BP-Amarelo.png;1
409;GeoNumericosCL-Uma-Maca-Unico-BordaFina-Azul;GeoNumericosCL/UmaMaca-U-BF-Azul.png;1
410;GeoNumericosCL-Uma-Maca-Unico-BordaGrossa-Azul;GeoNumericosCL/UmaMaca-U-BG-Azul.png;1
411;GeoNumericosCL-Uma-Maca-Unico-BordaPreenchida-Azul;GeoNumericosCL/UmaMaca-U-BP-Azul.png;1
412;GeoNumericosCL-Duas-Macas-Unico-BordaFina-Azul;GeoNumericosCL/DuasMacas-U-BF-Azul.png;1
413;GeoNumericosCL-Duas-Macas-Unico-BordaGrossa-Azul;GeoNumericosCL/DuasMacas-U-BG-Azul.png;1
414;GeoNumericosCL-Duas-Macas-Unico-BordaPreenchida-Azul;GeoNumericosCL/DuasMacas-U-BP-Azul.png;1
415;GeoNumericosCL-Tres-Macas-Unico-BordaFina-Azul;GeoNumericosCL/TresMacas-U-BF-Azul.png;1
416;GeoNumericosCL-Tres-Macas-Unico-BordaGrossa-Azul;GeoNumericosCL/TresMacas-U-BG-Azul.png;1
417;GeoNumericosCL-Tres-Macas-Unico-BordaPreenchida-Azul;GeoNumericosCL/TresMacas-U-BP-Azul.png;1
418;GeoNumericosCL-Quatro-Macas-Unico-BordaFina-Azul;GeoNumericosCL/QuatroMacas-U-BF-Azul.png;1
419;GeoNumericosCL-Quatro-Macas-Unico-BordaGrossa-Azul;GeoNumericosCL/QuatroMacas-U-BG-Azul.png;1
420;GeoNumericosCL-Quatro-Macas-Unico-BordaPreenchida-Azul;GeoNumericosCL/QuatroMacas-U-BP-Azul.png;1
421;GeoNumericosCL-Cinco-Macas-Unico-BordaFina-Azul;GeoNumericosCL/CincoMacas-U-BF-Azul.png;1
422;GeoNumericosCL-Cinco-Macas-Unico-BordaGrossa-Azul;GeoNumericosCL/CincoMacas-U-BG-Azul.png;1
423;GeoNumericosCL-Cinco-Macas-Unico-BordaPreenchida-Azul;GeoNumericosCL/CincoMacas-U-BP-Azul.png;1
424;GeoNumericosCL-Seis-Macas-Unico-BordaFina-Azul;GeoNumericosCL/SeisMacas-U-BF-Azul.png;1
425;GeoNumericosCL-Seis-Macas-Unico-BordaGrossa-Azul;GeoNumericosCL/SeisMacas-U-BG-Azul.png;1
426;GeoNumericosCL-Seis-Macas-Unico-BordaPreenchida-Azul;GeoNumericosCL/SeisMacas-U-BP-Azul.png;1
427;GeoNumericosCL-Um-Urso-Unico-BordaFina-Azul;GeoNumericosCL/UmUrso-U-BF-Azul.png;1
428;GeoNumericosCL-Um-Urso-Unico-BordaGrossa-Azul;GeoNumericosCL/UmUrso-U-BG-Azul.png;1
429;GeoNumericosCL-Um-Urso-Unico-BordaPreenchida-Azul;GeoNumericosCL/UmUrso-U-BP-Azul.png;1
430;GeoNumericosCL-Dois-Ursos-Unico-BordaFina-Azul;GeoNumericosCL/DoisUrsos-U-BF-Azul.png;1
431;GeoNumericosCL-Dois-Ursos-Unico-BordaGrossa-Azul;GeoNumericosCL/DoisUrsos-U-BG-Azul.png;1
432;GeoNumericosCL-Dois-Ursos-Unico-BordaPreenchida-Azul;GeoNumericosCL/DoisUrsos-U-BP-Azul.png;1
433;GeoNumericosCL-Tres-Ursos-Unico-BordaFina-Azul;GeoNumericosCL/TresUrsos-U-BF-Azul.png;1
434;GeoNumericosCL-Tres-Ursos-Unico-BordaGrossa-Azul;GeoNumericosCL/TresUrsos-U-BG-Azul.png;1
435;GeoNumericosCL-Tres-Ursos-Unico-BordaPreenchida-Azul;GeoNumericosCL/TresUrsos-U-BP-Azul.png;1
436;GeoNumericosCL-Quatro-Ursos-Unico-BordaFina-Azul;GeoNumericosCL/QuatroUrsos-U-BF-Azul.png;1
437;GeoNumericosCL-Quatro-Ursos-Unico-BordaGrossa-Azul;GeoNumericosCL/QuatroUrsos-U-BG-Azul.png;1
438;GeoNumericosCL-Quatro-Ursos-Unico-BordaPreenchida-Azul;GeoNumericosCL/QuatroUrsos-U-BP-Azul.png;1
439;GeoNumericosCL-Cinco-Ursos-Unico-BordaFina-Azul;GeoNumericosCL/CincoUrsos-U-BF-Azul.png;1
440;GeoNumericosCL-Cinco-Ursos-Unico-BordaGrossa-Azul;GeoNumericosCL/CincoUrsos-U-BG-Azul.png;1
441;GeoNumericosCL-Cinco-Ursos-Unico-BordaPreenchida-Azul;GeoNumericosCL/CincoUrsos-U-BP-Azul.png;1
442;GeoNumericosCL-Seis-Ursos-Unico-BordaFina-Azul;GeoNumericosCL/SeisUrsos-U-BF-Azul.png;1
443;GeoNumericosCL-Seis-Ursos-Unico-BordaGrossa-Azul;GeoNumericosCL/SeisUrsos-U-BG-Azul.png;1
444;GeoNumericosCL-Seis-Ursos-Unico-BordaPreenchida-Azul;GeoNumericosCL/SeisUrsos-U-BP-Azul.png;1
445;GeoNumericosCL-Um-Lapis-Unico-BordaFina-Azul;GeoNumericosCL/UmLapis-U-BF-Azul.png;1
446;GeoNumericosCL-Um-Lapis-Unico-BordaGrossa-Azul;GeoNumericosCL/UmLapis-U-BG-Azul.png;1
447;GeoNumericosCL-Um-Lapis-Unico-BordaPreenchida-Azul;GeoNumericosCL/UmLapis-U-BP-Azul.png;1
448;GeoNumericosCL-Dois-Lapis-Unico-BordaFina-Azul;GeoNumericosCL/DoisLapis-U-BF-Azul.png;1
449;GeoNumericosCL-Dois-Lapis-Unico-BordaGrossa-Azul;GeoNumericosCL/DoisLapis-U-BG-Azul.png;1
450;GeoNumericosCL-Dois-Lapis-Unico-BordaPreenchida-Azul;GeoNumericosCL/DoisLapis-U-BP-Azul.png;1
451;GeoNumericosCL-Tres-Lapis-Unico-BordaFina-Azul;GeoNumericosCL/TresLapis-U-BF-Azul.png;1
452;GeoNumericosCL-Tres-Lapis-Unico-BordaGrossa-Azul;GeoNumericosCL/TresLapis-U-BG-Azul.png;1
453;GeoNumericosCL-Tres-Lapis-Unico-BordaPreenchida-Azul;GeoNumericosCL/TresLapis-U-BP-Azul.png;1
454;GeoNumericosCL-Quatro-Lapis-Unico-BordaFina-Azul;GeoNumericosCL/QuatroLapis-U-BF-Azul.png;1
455;GeoNumericosCL-Quatro-Lapis-Unico-BordaGrossa-Azul;GeoNumericosCL/QuatroLapis-U-BG-Azul.png;1
456;GeoNumericosCL-Quatro-Lapis-Unico-BordaPreenchida-Azul;GeoNumericosCL/QuatroLapis-U-BP-Azul.png;1
457;GeoNumericosCL-Cinco-Lapis-Unico-BordaFina-Azul;GeoNumericosCL/CincoLapis-U-BF-Azul.png;1
458;GeoNumericosCL-Cinco-Lapis-Unico-BordaGrossa-Azul;GeoNumericosCL/CincoLapis-U-BG-Azul.png;1
459;GeoNumericosCL-Cinco-Lapis-Unico-BordaPreenchida-Azul;GeoNumericosCL/CincoLapis-U-BP-Azul.png;1
460;GeoNumericosCL-Seis-Lapis-Unico-BordaFina-Azul;GeoNumericosCL/SeisLapis-U-BF-Azul.png;1
461;GeoNumericosCL-Seis-Lapis-Unico-BordaGrossa-Azul;GeoNumericosCL/SeisLapis-U-BG-Azul.png;1
462;GeoNumericosCL-Seis-Lapis-Unico-BordaPreenchida-Azul;GeoNumericosCL/SeisLapis-U-BP-Azul.png;1
463;GeoNumericosCL-Cinco-Dado-Com-Numero-Unico-BordaFina-Azul;GeoNumericosCL/CincoDadoComNumero-U-BF-Azul.png;1
464;GeoNumericosCL-Cinco-Dado-Com-Numero-Unico-BordaGrossa-Azul;GeoNumericosCL/CincoDadoComNumero-U-BG-Azul.png;1
465;GeoNumericosCL-Cinco-Dado-Com-Numero-Unico-BordaPreenchida-Azul;GeoNumericosCL/CincoDadoComNumero-U-BP-Azul.png;1
466;GeoNumericosCL-Seis-Dado-Com-Numero-Unico-BordaFina-Azul;GeoNumericosCL/SeisDadoComNumero-U-BF-Azul.png;1
467;GeoNumericosCL-Seis-Dado-Com-Numero-Unico-BordaGrossa-Azul;GeoNumericosCL/SeisDadoComNumero-U-BG-Azul.png;1
468;GeoNumericosCL-Seis-Dado-Com-Numero-Unico-BordaPreenchida-Azul;GeoNumericosCL/SeisDadoComNumero-U-BP-Azul.png;1
469;GeoNumericosCL-Sete-Dado-Com-Numero-Unico-BordaFina-Azul;GeoNumericosCL/SeteDadoComNumero-U-BF-Azul.png;1
470;GeoNumericosCL-Sete-Dado-Com-Numero-Unico-BordaGrossa-Azul;GeoNumericosCL/SeteDadoComNumero-U-BG-Azul.png;1
471;GeoNumericosCL-Sete-Dado-Com-Numero-Unico-BordaPreenchida-Azul;GeoNumericosCL/SeteDadoComNumero-U-BP-Azul.png;1
472;GeoNumericosCL-Oito-Dado-Com-Numero-Unico-BordaFina-Azul;GeoNumericosCL/OitoDadoComNumero-U-BF-Azul.png;1
473;GeoNumericosCL-Oito-Dado-Com-Numero-Unico-BordaGrossa-Azul;GeoNumericosCL/OitoDadoComNumero-U-BG-Azul.png;1
474;GeoNumericosCL-Oito-Dado-Com-Numero-Unico-BordaPreenchida-Azul;GeoNumericosCL/OitoDadoComNumero-U-BP-Azul.png;1
475;GeoNumericosCL-Nove-Dado-Com-Numero-Unico-BordaFina-Azul;GeoNumericosCL/NoveDadoComNumero-U-BF-Azul.png;1
476;GeoNumericosCL-Nove-Dado-Com-Numero-Unico-BordaGrossa-Azul;GeoNumericosCL/NoveDadoComNumero-U-BG-Azul.png;1
477;GeoNumericosCL-Nove-Dado-Com-Numero-Unico-BordaPreenchida-Azul;GeoNumericosCL/NoveDadoComNumero-U-BP-Azul.png;1
478;GeoNumericosCL-Dez-Dado-Com-Numero-Unico-BordaFina-Azul;GeoNumericosCL/DezDadoComNumero-U-BF-Azul.png;1
479;GeoNumericosCL-Dez-Dado-Com-Numero-Unico-BordaGrossa-Azul;GeoNumericosCL/DezDadoComNumero-U-BG-Azul.png;1
480;GeoNumericosCL-Dez-Dado-Com-Numero-Unico-BordaPreenchida-Azul;GeoNumericosCL/DezDadoComNumero-U-BP-Azul.png;1
481;GeoNumericosCL-Numero-Um-Com-Domino-Unico-BordaFina-Azul;GeoNumericosCL/NumeroUmComDomino-U-BF-Azul.png;1
482;GeoNumericosCL-Numero-Um-Com-Domino-Unico-BordaGrossa-Azul;GeoNumericosCL/NumeroUmComDomino-U-BG-Azul.png;1
483;GeoNumericosCL-Numero-Um-Com-Domino-Unico-BordaPreenchida-Azul;GeoNumericosCL/NumeroUmComDomino-U-BP-Azul.png;1
484;GeoNumericosCL-Numero-Dois-Com-Domino-Unico-BordaFina-Azul;GeoNumericosCL/NumeroDoisComDomino-U-BF-Azul.png;1
485;GeoNumericosCL-Numero-Dois-Com-Domino-Unico-BordaGrossa-Azul;GeoNumericosCL/NumeroDoisComDomino-U-BG-Azul.png;1
486;GeoNumericosCL-Numero-Dois-Com-Domino-Unico-BordaPreenchida-Azul;GeoNumericosCL/NumeroDoisComDomino-U-BP-Azul.png;1
487;GeoNumericosCL-Numero-Tres-Com-Domino-Unico-BordaFina-Azul;GeoNumericosCL/NumeroTresComDomino-U-BF-Azul.png;1
488;GeoNumericosCL-Numero-Tres-Com-Domino-Unico-BordaGrossa-Azul;GeoNumericosCL/NumeroTresComDomino-U-BG-Azul.png;1
489;GeoNumericosCL-Numero-Tres-Com-Domino-Unico-BordaPreenchida-Azul;GeoNumericosCL/NumeroTresComDomino-U-BP-Azul.png;1
490;GeoNumericosCL-Numero-Quatro-Com-Domino-Unico-BordaFina-Azul;GeoNumericosCL/NumeroQuatroComDomino-U-BF-Azul.png;1
491;GeoNumericosCL-Numero-Quatro-Com-Domino-Unico-BordaGrossa-Azul;GeoNumericosCL/NumeroQuatroComDomino-U-BG-Azul.png;1
492;GeoNumericosCL-Numero-Quatro-Com-Domino-Unico-BordaPreenchida-Azul;GeoNumericosCL/NumeroQuatroComDomino-U-BP-Azul.png;1
493;GeoNumericosCL-Numero-Cinco-Com-Domino-Unico-BordaFina-Azul;GeoNumericosCL/NumeroCincoComDomino-U-BF-Azul.png;1
494;GeoNumericosCL-Numero-Cinco-Com-Domino-Unico-BordaGrossa-Azul;GeoNumericosCL/NumeroCincoComDomino-U-BG-Azul.png;1
495;GeoNumericosCL-Numero-Cinco-Com-Domino-Unico-BordaPreenchida-Azul;GeoNumericosCL/NumeroCincoComDomino-U-BP-Azul.png;1
496;GeoNumericosCL-Numero-Seis-Com-Domino-Unico-BordaFina-Azul;GeoNumericosCL/NumeroSeisComDomino-U-BF-Azul.png;1
497;GeoNumericosCL-Numero-Seis-Com-Domino-Unico-BordaGrossa-Azul;GeoNumericosCL/NumeroSeisComDomino-U-BG-Azul.png;1
498;GeoNumericosCL-Numero-Seis-Com-Domino-Unico-BordaPreenchida-Azul;GeoNumericosCL/NumeroSeisComDomino-U-BP-Azul.png;1
499;GeoNumericosCL-Numero-Sete-Com-Domino-Unico-BordaFina-Azul;GeoNumericosCL/NumeroSeteComDomino-U-BF-Azul.png;1
500;GeoNumericosCL-Numero-Sete-Com-Domino-Unico-BordaGrossa-Azul;GeoNumericosCL/NumeroSeteComDomino-U-BG-Azul.png;1
501;GeoNumericosCL-Numero-Sete-Com-Domino-Unico-BordaPreenchida-Azul;GeoNumericosCL/NumeroSeteComDomino-U-BP-Azul.png;1
502;GeoNumericosCL-Numero-Oito-Com-Domino-Unico-BordaFina-Azul;GeoNumericosCL/NumeroOitoComDomino-U-BF-Azul.png;1
503;GeoNumericosCL-Numero-Oito-Com-Domino-Unico-BordaGrossa-Azul;GeoNumericosCL/NumeroOitoComDomino-U-BG-Azul.png;1
504;GeoNumericosCL-Numero-Oito-Com-Domino-Unico-BordaPreenchida-Azul;GeoNumericosCL/NumeroOitoComDomino-U-BP-Azul.png;1
505;GeoNumericosCL-Numero-Nove-Com-Domino-Unico-BordaFina-Azul;GeoNumericosCL/NumeroNoveComDomino-U-BF-Azul.png;1
506;GeoNumericosCL-Numero-Nove-Com-Domino-Unico-BordaGrossa-Azul;GeoNumericosCL/NumeroNoveComDomino-U-BG-Azul.png;1
507;GeoNumericosCL-Numero-Nove-Com-Domino-Unico-BordaPreenchida-Azul;GeoNumericosCL/NumeroNoveComDomino-U-BP-Azul.png;1
508;GeoNumericosCL-Numero-Dez-Com-Domino-Unico-BordaFina-Azul;GeoNumericosCL/NumeroDezComDomino-U-BF-Azul.png;1
509;GeoNumericosCL-Numero-Dez-Com-Domino-Unico-BordaGrossa-Azul;GeoNumericosCL/NumeroDezComDomino-U-BG-Azul.png;1
510;GeoNumericosCL-Numero-Dez-Com-Domino-Unico-BordaPreenchida-Azul;GeoNumericosCL/NumeroDezComDomino-U-BP-Azul.png;1
511;GeoNumericosCL-Numero-Um-Unico-BordaFina-Azul;GeoNumericosCL/NumeroUm-U-BF-Azul.png;1
512;GeoNumericosCL-Numero-Um-Unico-BordaGrossa-Azul;GeoNumericosCL/NumeroUm-U-BG-Azul.png;1
513;GeoNumericosCL-Numero-Um-Unico-BordaPreenchida-Azul;GeoNumericosCL/NumeroUm-U-BP-Azul.png;1
514;GeoNumericosCL-Numero-Dois-Unico-BordaFina-Azul;GeoNumericosCL/NumeroDois-U-BF-Azul.png;1
515;GeoNumericosCL-Numero-Dois-Unico-BordaGrossa-Azul;GeoNumericosCL/NumeroDois-U-BG-Azul.png;1
516;GeoNumericosCL-Numero-Dois-Unico-BordaPreenchida-Azul;GeoNumericosCL/NumeroDois-U-BP-Azul.png;1
517;GeoNumericosCL-Numero-Tres-Unico-BordaFina-Azul;GeoNumericosCL/NumeroTres-U-BF-Azul.png;1
518;GeoNumericosCL-Numero-Tres-Unico-BordaGrossa-Azul;GeoNumericosCL/NumeroTres-U-BG-Azul.png;1
519;GeoNumericosCL-Numero-Tres-Unico-BordaPreenchida-Azul;GeoNumericosCL/NumeroTres-U-BP-Azul.png;1
520;GeoNumericosCL-Numero-Quatro-Unico-BordaFina-Azul;GeoNumericosCL/NumeroQuatro-U-BF-Azul.png;1
521;GeoNumericosCL-Numero-Quatro-Unico-BordaGrossa-Azul;GeoNumericosCL/NumeroQuatro-U-BG-Azul.png;1
522;GeoNumericosCL-Numero-Quatro-Unico-BordaPreenchida-Azul;GeoNumericosCL/NumeroQuatro-U-BP-Azul.png;1
523;GeoNumericosCL-Numero-Cinco-Unico-BordaFina-Azul;GeoNumericosCL/NumeroCinco-U-BF-Azul.png;1
524;GeoNumericosCL-Numero-Cinco-Unico-BordaGrossa-Azul;GeoNumericosCL/NumeroCinco-U-BG-Azul.png;1
525;GeoNumericosCL-Numero-Cinco-Unico-BordaPreenchida-Azul;GeoNumericosCL/NumeroCinco-U-BP-Azul.png;1
526;GeoNumericosCL-Numero-Seis-Unico-BordaFina-Azul;GeoNumericosCL/NumeroSeis-U-BF-Azul.png;1
527;GeoNumericosCL-Numero-Seis-Unico-BordaGrossa-Azul;GeoNumericosCL/NumeroSeis-U-BG-Azul.png;1
528;GeoNumericosCL-Numero-Seis-Unico-BordaPreenchida-Azul;GeoNumericosCL/NumeroSeis-U-BP-Azul.png;1
529;GeoNumericosCL-Numero-Sete-Unico-BordaFina-Azul;GeoNumericosCL/NumeroSete-U-BF-Azul.png;1
530;GeoNumericosCL-Numero-Sete-Unico-BordaGrossa-Azul;GeoNumericosCL/NumeroSete-U-BG-Azul.png;1
531;GeoNumericosCL-Numero-Sete-Unico-BordaPreenchida-Azul;GeoNumericosCL/NumeroSete-U-BP-Azul.png;1
532;GeoNumericosCL-Numero-Oito-Unico-BordaFina-Azul;GeoNumericosCL/NumeroOito-U-BF-Azul.png;1
533;GeoNumericosCL-Numero-Oito-Unico-BordaGrossa-Azul;GeoNumericosCL/NumeroOito-U-BG-Azul.png;1
534;GeoNumericosCL-Numero-Oito-Unico-BordaPreenchida-Azul;GeoNumericosCL/NumeroOito-U-BP-Azul.png;1
535;GeoNumericosCL-Numero-Nove-Unico-BordaFina-Azul;GeoNumericosCL/NumeroNove-U-BF-Azul.png;1
536;GeoNumericosCL-Numero-Nove-Unico-BordaGrossa-Azul;GeoNumericosCL/NumeroNove-U-BG-Azul.png;1
537;GeoNumericosCL-Numero-Nove-Unico-BordaPreenchida-Azul;GeoNumericosCL/NumeroNove-U-BP-Azul.png;1
538;GeoNumericosCL-Numero-Dez-Unico-BordaFina-Azul;GeoNumericosCL/NumeroDez-U-BF-Azul.png;1
539;GeoNumericosCL-Numero-Dez-Unico-BordaGrossa-Azul;GeoNumericosCL/NumeroDez-U-BG-Azul.png;1
540;GeoNumericosCL-Numero-Dez-Unico-BordaPreenchida-Azul;GeoNumericosCL/NumeroDez-U-BP-Azul.png;1
541;GeoNumericosCL-Uma-Maca-Unico-BordaFina-Vermelho;GeoNumericosCL/UmaMaca-U-BF-Vermelho.png;1
542;GeoNumericosCL-Uma-Maca-Unico-BordaGrossa-Vermelho;GeoNumericosCL/UmaMaca-U-BG-Vermelho.png;1
543;GeoNumericosCL-Uma-Maca-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/UmaMaca-U-BP-Vermelho.png;1
544;GeoNumericosCL-Duas-Macas-Unico-BordaFina-Vermelho;GeoNumericosCL/DuasMacas-U-BF-Vermelho.png;1
545;GeoNumericosCL-Duas-Macas-Unico-BordaGrossa-Vermelho;GeoNumericosCL/DuasMacas-U-BG-Vermelho.png;1
546;GeoNumericosCL-Duas-Macas-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/DuasMacas-U-BP-Vermelho.png;1
547;GeoNumericosCL-Tres-Macas-Unico-BordaFina-Vermelho;GeoNumericosCL/TresMacas-U-BF-Vermelho.png;1
548;GeoNumericosCL-Tres-Macas-Unico-BordaGrossa-Vermelho;GeoNumericosCL/TresMacas-U-BG-Vermelho.png;1
549;GeoNumericosCL-Tres-Macas-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/TresMacas-U-BP-Vermelho.png;1
550;GeoNumericosCL-Quatro-Macas-Unico-BordaFina-Vermelho;GeoNumericosCL/QuatroMacas-U-BF-Vermelho.png;1
551;GeoNumericosCL-Quatro-Macas-Unico-BordaGrossa-Vermelho;GeoNumericosCL/QuatroMacas-U-BG-Vermelho.png;1
552;GeoNumericosCL-Quatro-Macas-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/QuatroMacas-U-BP-Vermelho.png;1
553;GeoNumericosCL-Cinco-Macas-Unico-BordaFina-Vermelho;GeoNumericosCL/CincoMacas-U-BF-Vermelho.png;1
554;GeoNumericosCL-Cinco-Macas-Unico-BordaGrossa-Vermelho;GeoNumericosCL/CincoMacas-U-BG-Vermelho.png;1
555;GeoNumericosCL-Cinco-Macas-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/CincoMacas-U-BP-Vermelho.png;1
556;GeoNumericosCL-Seis-Macas-Unico-BordaFina-Vermelho;GeoNumericosCL/SeisMacas-U-BF-Vermelho.png;1
557;GeoNumericosCL-Seis-Macas-Unico-BordaGrossa-Vermelho;GeoNumericosCL/SeisMacas-U-BG-Vermelho.png;1
558;GeoNumericosCL-Seis-Macas-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/SeisMacas-U-BP-Vermelho.png;1
559;GeoNumericosCL-Um-Urso-Unico-BordaFina-Vermelho;GeoNumericosCL/UmUrso-U-BF-Vermelho.png;1
560;GeoNumericosCL-Um-Urso-Unico-BordaGrossa-Vermelho;GeoNumericosCL/UmUrso-U-BG-Vermelho.png;1
561;GeoNumericosCL-Um-Urso-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/UmUrso-U-BP-Vermelho.png;1
562;GeoNumericosCL-Dois-Ursos-Unico-BordaFina-Vermelho;GeoNumericosCL/DoisUrsos-U-BF-Vermelho.png;1
563;GeoNumericosCL-Dois-Ursos-Unico-BordaGrossa-Vermelho;GeoNumericosCL/DoisUrsos-U-BG-Vermelho.png;1
564;GeoNumericosCL-Dois-Ursos-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/DoisUrsos-U-BP-Vermelho.png;1
565;GeoNumericosCL-Tres-Ursos-Unico-BordaFina-Vermelho;GeoNumericosCL/TresUrsos-U-BF-Vermelho.png;1
566;GeoNumericosCL-Tres-Ursos-Unico-BordaGrossa-Vermelho;GeoNumericosCL/TresUrsos-U-BG-Vermelho.png;1
567;GeoNumericosCL-Tres-Ursos-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/TresUrsos-U-BP-Vermelho.png;1
568;GeoNumericosCL-Quatro-Ursos-Unico-BordaFina-Vermelho;GeoNumericosCL/QuatroUrsos-U-BF-Vermelho.png;1
569;GeoNumericosCL-Quatro-Ursos-Unico-BordaGrossa-Vermelho;GeoNumericosCL/QuatroUrsos-U-BG-Vermelho.png;1
570;GeoNumericosCL-Quatro-Ursos-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/QuatroUrsos-U-BP-Vermelho.png;1
571;GeoNumericosCL-Cinco-Ursos-Unico-BordaFina-Vermelho;GeoNumericosCL/CincoUrsos-U-BF-Vermelho.png;1
572;GeoNumericosCL-Cinco-Ursos-Unico-BordaGrossa-Vermelho;GeoNumericosCL/CincoUrsos-U-BG-Vermelho.png;1
573;GeoNumericosCL-Cinco-Ursos-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/CincoUrsos-U-BP-Vermelho.png;1
574;GeoNumericosCL-Seis-Ursos-Unico-BordaFina-Vermelho;GeoNumericosCL/SeisUrsos-U-BF-Vermelho.png;1
575;GeoNumericosCL-Seis-Ursos-Unico-BordaGrossa-Vermelho;GeoNumericosCL/SeisUrsos-U-BG-Vermelho.png;1
576;GeoNumericosCL-Seis-Ursos-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/SeisUrsos-U-BP-Vermelho.png;1
577;GeoNumericosCL-Um-Lapis-Unico-BordaFina-Vermelho;GeoNumericosCL/UmLapis-U-BF-Vermelho.png;1
578;GeoNumericosCL-Um-Lapis-Unico-BordaGrossa-Vermelho;GeoNumericosCL/UmLapis-U-BG-Vermelho.png;1
579;GeoNumericosCL-Um-Lapis-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/UmLapis-U-BP-Vermelho.png;1
580;GeoNumericosCL-Dois-Lapis-Unico-BordaFina-Vermelho;GeoNumericosCL/DoisLapis-U-BF-Vermelho.png;1
581;GeoNumericosCL-Dois-Lapis-Unico-BordaGrossa-Vermelho;GeoNumericosCL/DoisLapis-U-BG-Vermelho.png;1
582;GeoNumericosCL-Dois-Lapis-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/DoisLapis-U-BP-Vermelho.png;1
583;GeoNumericosCL-Tres-Lapis-Unico-BordaFina-Vermelho;GeoNumericosCL/TresLapis-U-BF-Vermelho.png;1
584;GeoNumericosCL-Tres-Lapis-Unico-BordaGrossa-Vermelho;GeoNumericosCL/TresLapis-U-BG-Vermelho.png;1
585;GeoNumericosCL-Tres-Lapis-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/TresLapis-U-BP-Vermelho.png;1
586;GeoNumericosCL-Quatro-Lapis-Unico-BordaFina-Vermelho;GeoNumericosCL/QuatroLapis-U-BF-Vermelho.png;1
587;GeoNumericosCL-Quatro-Lapis-Unico-BordaGrossa-Vermelho;GeoNumericosCL/QuatroLapis-U-BG-Vermelho.png;1
588;GeoNumericosCL-Quatro-Lapis-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/QuatroLapis-U-BP-Vermelho.png;1
589;GeoNumericosCL-Cinco-Lapis-Unico-BordaFina-Vermelho;GeoNumericosCL/CincoLapis-U-BF-Vermelho.png;1
590;GeoNumericosCL-Cinco-Lapis-Unico-BordaGrossa-Vermelho;GeoNumericosCL/CincoLapis-U-BG-Vermelho.png;1
591;GeoNumericosCL-Cinco-Lapis-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/CincoLapis-U-BP-Vermelho.png;1
592;GeoNumericosCL-Seis-Lapis-Unico-BordaFina-Vermelho;GeoNumericosCL/SeisLapis-U-BF-Vermelho.png;1
593;GeoNumericosCL-Seis-Lapis-Unico-BordaGrossa-Vermelho;GeoNumericosCL/SeisLapis-U-BG-Vermelho.png;1
594;GeoNumericosCL-Seis-Lapis-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/SeisLapis-U-BP-Vermelho.png;1
595;GeoNumericosCL-Cinco-Dado-Com-Numero-Unico-BordaFina-Vermelho;GeoNumericosCL/CincoDadoComNumero-U-BF-Vermelho.png;1
596;GeoNumericosCL-Cinco-Dado-Com-Numero-Unico-BordaGrossa-Vermelho;GeoNumericosCL/CincoDadoComNumero-U-BG-Vermelho.png;1
597;GeoNumericosCL-Cinco-Dado-Com-Numero-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/CincoDadoComNumero-U-BP-Vermelho.png;1
598;GeoNumericosCL-Seis-Dado-Com-Numero-Unico-BordaFina-Vermelho;GeoNumericosCL/SeisDadoComNumero-U-BF-Vermelho.png;1
599;GeoNumericosCL-Seis-Dado-Com-Numero-Unico-BordaGrossa-Vermelho;GeoNumericosCL/SeisDadoComNumero-U-BG-Vermelho.png;1
600;GeoNumericosCL-Seis-Dado-Com-Numero-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/SeisDadoComNumero-U-BP-Vermelho.png;1
601;GeoNumericosCL-Sete-Dado-Com-Numero-Unico-BordaFina-Vermelho;GeoNumericosCL/SeteDadoComNumero-U-BF-Vermelho.png;1
602;GeoNumericosCL-Sete-Dado-Com-Numero-Unico-BordaGrossa-Vermelho;GeoNumericosCL/SeteDadoComNumero-U-BG-Vermelho.png;1
603;GeoNumericosCL-Sete-Dado-Com-Numero-Unico-BordaPreenchida-Vermelho;GeoNumericosCL/SeteDadoComNumero-U-BP-Vermelho.png;1
